Orden,Intento,Cliente,DNI,Edad,Telefono,Departamento,Provincia,Distrito,Direccion,Asesor,Decos,Repetidores,Fecha_Registro,Fecha_Evaluacion_BO,Estado_BO,Motivo_Rechazo,Fecha_Programada,Fecha_Real_Instalacion,Estado_Final_Orden
ORD-002757,1,Elena Romero Rodriguez,64011718,42,951756971,Lambayeque,Chiclayo,Pimentel,"Urb. San Juan Mz. B Lte. 26, Pimentel",Asesor - Sofia Castro,1,1,2023-07-13 10:58:00,2023-07-13 11:58:00,Aprobado,,2023-07-15,2023-07-15,Instalado
ORD-002758,1,Lucia Romero Gomez,38496766,64,917455509,Lambayeque,Chiclayo,Eten,"Jr. Grau Nro. 294, Eten",Asesor - Carlos Ruiz,1,1,2023-07-13 09:31:00,2023-07-13 11:31:00,Aprobado,,2023-07-15,2023-07-15,Instalado
ORD-002759,1,Maria Gomez Flores,62661782,20,916449247,Lambayeque,Lambayeque,Túcume,"Urb. San Juan Mz. G Lte. 29, Túcume",Asesor - Sofia Castro,1,1,2023-07-13 13:05:00,2023-07-13 14:05:00,Aprobado,,2023-07-15,2023-07-15,Instalado
ORD-002760,1,Patricia Martinez Garcia,71656254,67,981041184,Lambayeque,Chiclayo,Pomalca,"A.H. Primero de Mayo Mz. C Lte. 11, Pomalca",Asesor - Jorge Silva,2,0,2023-07-13 16:34:00,2023-07-13 17:34:00,Aprobado,,2023-07-15,2023-07-15,Instalado
ORD-002761,1,Jose Rojas Romero,73500732,68,963540758,Lambayeque,Chiclayo,Pimentel,"Ca. Sáenz Peña Nro. 509, Pimentel",Asesor - Carlos Ruiz,1,0,2023-07-14 10:55:00,2023-07-14 13:55:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002762,1,Javier Flores Rodriguez,20230008,43,914571914,Lambayeque,Lambayeque,Pacora,"Urb. Patios del Norte Mz. I Lte. 6, Pacora",Asesor - Sofia Castro,0,0,2023-07-14 12:43:00,2023-07-14 15:43:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002763,1,Diego Romero Diaz,50770833,51,957661050,Lambayeque,Lambayeque,Olmos,"A.H. Nuevo San Lorenzo Mz. E Lte. 10, Olmos",Asesor - Jorge Silva,3,0,2023-07-14 10:07:00,2023-07-14 13:07:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002764,1,Diego Garcia Vasquez,17443137,48,918618879,Lambayeque,Chiclayo,Pomalca,"Ca. Sáenz Peña Nro. 631, Pomalca",Asesor - Sofia Castro,1,1,2023-07-14 14:07:00,2023-07-14 16:07:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002765,1,Diego Rojas Garcia,54970801,64,986651541,Lambayeque,Lambayeque,Íllimo,"Av. Huamachuco Nro. 1792, Íllimo",Asesor - Sofia Castro,2,1,2023-07-14 11:03:00,2023-07-14 15:03:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002766,1,Pedro Flores Vasquez,63034260,28,916827405,Lambayeque,Lambayeque,Jayanca,"A.H. Diego Ferré Mz. B Lte. 27, Jayanca",Asesor - Sofia Castro,1,1,2023-07-14 17:12:00,2023-07-14 19:12:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002767,1,Fiorella Sanchez Vargas,11765684,46,941706277,Lambayeque,Chiclayo,Monsefú,"Jr. Pedro Cieza Nro. 144, Monsefú",Asesor - Carlos Ruiz,1,0,2023-07-14 13:06:00,2023-07-14 14:06:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002768,1,Fiorella Vargas Vasquez,64623978,28,919582962,Lambayeque,Chiclayo,Santa Rosa,"A.H. Nuevo San Lorenzo Mz. C Lte. 10, Santa Rosa",Asesor - Carlos Ruiz,1,1,2023-07-14 12:17:00,2023-07-14 15:17:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002769,1,Diego Romero Vargas,37326980,59,914694063,Lambayeque,Chiclayo,Monsefú,"Ca. Salaverry Nro. 2328, Monsefú",Asesor - Jorge Silva,1,0,2023-07-14 08:05:00,2023-07-14 10:05:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-002769,2,Diego Romero Vargas,37326980,59,914694063,Lambayeque,Chiclayo,Monsefú,"Ca. Salaverry Nro. 2328, Monsefú",Asesor - Jorge Silva,1,0,2023-07-15 07:05:00,2023-07-15 10:05:00,Aprobado (Recuperado),,2023-07-17,2023-07-17,Instalado (Recuperado)
ORD-002770,1,Fiorella Diaz Lopez,37444009,23,927198990,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,"Urb. La Primavera Mz. A Lte. 19, Manuel Antonio Mesones Muro",Asesor - Maria Mendoza,2,1,2023-07-14 10:45:00,2023-07-14 11:45:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002771,1,Jose Castro Romero,16124081,70,964204836,Lambayeque,Lambayeque,Íllimo,"Urb. Los Parques Mz. G Lte. 23, Íllimo",Asesor - Sofia Castro,1,0,2023-07-14 08:42:00,2023-07-14 09:42:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002772,1,Elena Vargas Diaz,64963119,29,959036084,Lambayeque,Chiclayo,Pomalca,"Av. Los Incas Nro. 572, Pomalca",Asesor - Jorge Silva,0,0,2023-07-14 11:03:00,2023-07-14 12:03:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002773,1,Diego Sanchez Castro,44688884,42,967651158,Lambayeque,Chiclayo,Eten,"Pje. Unión Nro. 1444, Eten",Asesor - Carlos Ruiz,3,0,2023-07-14 11:40:00,2023-07-14 12:40:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002774,1,Fernando Flores Vargas,76274309,29,912524613,Lambayeque,Lambayeque,Jayanca,"Ca. Grau Nro. 512, Jayanca",Asesor - Sofia Castro,1,2,2023-07-14 18:58:00,2023-07-14 21:58:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-002775,1,Manuel Gomez Garcia,62010618,70,989965973,Lambayeque,Chiclayo,Reque,"Ca. Los Incas Nro. 1704, Reque",Asesor - Luis Delgado,0,0,2023-07-14 16:18:00,2023-07-14 18:18:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-002776,1,Christian Castro Vasquez,77838895,55,980923534,Lambayeque,Chiclayo,Chiclayo,"Jr. Sican Nro. 837, Chiclayo",Asesor - Jorge Silva,1,0,2023-07-14 11:02:00,2023-07-14 14:02:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002777,1,Jose Lopez Flores,22830918,45,941347309,Lambayeque,Chiclayo,Chiclayo,"Ca. Tacna Nro. 1167, Chiclayo",Asesor - Carlos Ruiz,2,2,2023-07-14 18:56:00,2023-07-14 21:56:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002778,1,Javier Torres Romero,73577048,64,985289177,Lambayeque,Chiclayo,La Victoria,"Jr. Sáenz Peña Nro. 1613, La Victoria",Asesor - Luis Delgado,1,2,2023-07-14 08:47:00,2023-07-14 11:47:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-002779,1,Sofia Romero Diaz,15911667,37,924059256,Lambayeque,Lambayeque,Motupe,"Urb. Las Brisas Mz. H Lte. 27, Motupe",Asesor - Carlos Ruiz,1,0,2023-07-14 13:44:00,2023-07-14 17:44:00,Aprobado,,2023-07-16,2023-07-16,Instalado
ORD-002780,1,Maria Sanchez Romero,14546044,58,918464598,Lambayeque,Chiclayo,Puerto Eten,"Av. Luis Gonzales Nro. 2056, Puerto Eten",Asesor - Maria Mendoza,2,1,2023-07-15 08:49:00,2023-07-15 11:49:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002781,1,Manuel Martinez Diaz,28600757,47,961009759,Lambayeque,Chiclayo,Eten,"Pje. Pedro Cieza Nro. 1091, Eten",Asesor - Ana Paredes,2,0,2023-07-15 14:48:00,2023-07-15 18:48:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002782,1,Javier Lopez Vasquez,49801437,33,963293740,Lambayeque,Chiclayo,La Victoria,"Pje. Sican Nro. 2221, La Victoria",Asesor - Maria Mendoza,1,1,2023-07-15 12:04:00,2023-07-15 16:04:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002783,1,Patricia Martinez Vargas,64595662,58,943288689,Lambayeque,Chiclayo,Pimentel,"Av. Balta Nro. 602, Pimentel",Asesor - Sofia Castro,2,0,2023-07-15 16:33:00,2023-07-15 18:33:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-002783,2,Patricia Martinez Vargas,64595662,58,943288689,Lambayeque,Chiclayo,Pimentel,"Av. Balta Nro. 602, Pimentel",Asesor - Sofia Castro,2,0,2023-07-15 22:33:00,2023-07-16 00:33:00,Aprobado (Recuperado),,2023-07-18,2023-07-18,Instalado (Recuperado)
ORD-002784,1,Luis Garcia Perez,20960998,59,970848954,Lambayeque,Lambayeque,Motupe,"Av. Pedro Cieza Nro. 2045, Motupe",Asesor - Luis Delgado,1,0,2023-07-15 12:56:00,2023-07-15 14:56:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002785,1,Lucia Rodriguez Martinez,44568166,38,982346653,Lambayeque,Chiclayo,Eten,"A.H. Primero de Mayo Mz. L Lte. 16, Eten",Asesor - Luis Delgado,0,0,2023-07-15 18:50:00,2023-07-15 21:50:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002786,1,Jose Diaz Martinez,54301417,35,933953018,Lambayeque,Chiclayo,Pátapo,"Ca. Arequipa Nro. 542, Pátapo",Asesor - Sofia Castro,1,1,2023-07-15 12:25:00,2023-07-15 16:25:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002787,1,Lucia Romero Garcia,27655224,68,941607297,Lambayeque,Lambayeque,Motupe,"A.H. San Antonio Mz. L Lte. 8, Motupe",Asesor - Sofia Castro,1,2,2023-07-15 12:22:00,2023-07-15 14:22:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002788,1,Katia Gomez Sanchez,78933870,64,953241940,Lambayeque,Chiclayo,Pomalca,"Ca. Sáenz Peña Nro. 1341, Pomalca",Asesor - Maria Mendoza,1,2,2023-07-15 15:33:00,2023-07-15 17:33:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002789,1,Diego Diaz Lopez,49368951,69,971444363,Lambayeque,Chiclayo,Monsefú,"Jr. Bolognesi Nro. 1518, Monsefú",Asesor - Luis Delgado,1,1,2023-07-15 10:25:00,2023-07-15 11:25:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-002789,2,Diego Diaz Lopez,49368951,69,971444363,Lambayeque,Chiclayo,Monsefú,"Jr. Bolognesi Nro. 1518, Monsefú",Asesor - Luis Delgado,1,1,2023-07-16 06:25:00,2023-07-16 07:25:00,Aprobado (Recuperado),,2023-07-18,2023-07-18,Instalado (Recuperado)
ORD-002790,1,Jorge Gomez Gomez,11850861,61,995427614,Lambayeque,Chiclayo,Eten,"Pje. Unión Nro. 2073, Eten",Asesor - Sofia Castro,2,1,2023-07-15 12:27:00,2023-07-15 15:27:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002791,1,Jorge Martinez Martinez,26232704,26,978990816,Lambayeque,Chiclayo,Santa Rosa,"Urb. San Juan Mz. I Lte. 27, Santa Rosa",Asesor - Maria Mendoza,1,2,2023-07-15 10:14:00,2023-07-15 12:14:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002792,1,Diego Rodriguez Vasquez,17771281,51,938759979,Lambayeque,Chiclayo,Pátapo,"Urb. San Eduardo Mz. I Lte. 22, Pátapo",Asesor - Maria Mendoza,1,1,2023-07-15 18:12:00,2023-07-15 20:12:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002793,1,Rosa Lopez Romero,20882743,20,978225045,Lambayeque,Lambayeque,Olmos,"Av. Salaverry Nro. 1028, Olmos",Asesor - Jorge Silva,1,1,2023-07-15 18:54:00,2023-07-15 20:54:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002794,1,Carmen Diaz Flores,69941498,26,930714221,Lambayeque,Chiclayo,Chiclayo,"A.H. Diego Ferré Mz. K Lte. 21, Chiclayo",Asesor - Jorge Silva,1,1,2023-07-15 12:10:00,2023-07-15 14:10:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-002794,2,Carmen Diaz Flores,69941498,26,930714221,Lambayeque,Chiclayo,Chiclayo,"A.H. Diego Ferré Mz. K Lte. 21, Chiclayo",Asesor - Jorge Silva,1,1,2023-07-16 06:10:00,2023-07-16 07:10:00,Aprobado (Recuperado),,2023-07-18,2023-07-18,Instalado (Recuperado)
ORD-002795,1,Diego Rojas Perez,38457345,68,968780297,Lambayeque,Lambayeque,Íllimo,"Av. Sican Nro. 313, Íllimo",Asesor - Sofia Castro,1,0,2023-07-15 16:15:00,2023-07-15 17:15:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002796,1,Elena Castro Vasquez,74825166,66,958778638,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,"Pje. Tacna Nro. 483, Manuel Antonio Mesones Muro",Asesor - Jorge Silva,2,2,2023-07-15 15:53:00,2023-07-15 17:53:00,Aprobado,,2023-07-17,2023-07-17,Instalado
ORD-002797,1,Katia Perez Martinez,43104159,52,989472775,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,"Urb. Federico Villarreal Mz. J Lte. 24, Manuel Antonio Mesones Muro",Asesor - Ana Paredes,1,1,2023-07-16 09:39:00,2023-07-16 11:39:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002798,1,Ana Romero Vasquez,30769480,35,982606687,Lambayeque,Chiclayo,Pomalca,"Urb. Los Parques Mz. E Lte. 22, Pomalca",Asesor - Ana Paredes,0,1,2023-07-16 09:55:00,2023-07-16 13:55:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-002798,2,Ana Romero Vasquez,30769480,35,982606687,Lambayeque,Chiclayo,Pomalca,"Urb. Los Parques Mz. E Lte. 22, Pomalca",Asesor - Ana Paredes,0,1,2023-07-16 17:55:00,2023-07-16 19:55:00,Aprobado (Recuperado),,2023-07-18,2023-07-18,Instalado (Recuperado)
ORD-002799,1,Maria Romero Vargas,54306565,39,962540215,Lambayeque,Chiclayo,Monsefú,"Jr. Bolognesi Nro. 276, Monsefú",Asesor - Jorge Silva,2,1,2023-07-16 12:16:00,2023-07-16 13:16:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-002799,2,Maria Romero Vargas,54306565,39,962540215,Lambayeque,Chiclayo,Monsefú,"Jr. Bolognesi Nro. 276, Monsefú",Asesor - Jorge Silva,2,1,2023-07-17 13:16:00,2023-07-17 15:16:00,Rechazado Definitivo,No Subsano Correccion / Cliente Desistio,,,Cancelado/Rechazado
ORD-002800,1,Patricia Mendoza Perez,41546825,19,932239995,Lambayeque,Ferreñafe,Pueblo Nuevo,"Av. Balta Nro. 2394, Pueblo Nuevo",Asesor - Luis Delgado,1,0,2023-07-16 15:51:00,2023-07-16 16:51:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-002800,2,Patricia Mendoza Perez,41546825,19,932239995,Lambayeque,Ferreñafe,Pueblo Nuevo,"Av. Balta Nro. 2394, Pueblo Nuevo",Asesor - Luis Delgado,1,0,2023-07-17 15:51:00,2023-07-17 16:51:00,Aprobado (Recuperado),,2023-07-19,2023-07-19,Instalado (Recuperado)
ORD-002801,1,Pedro Perez Torres,78390982,72,911310807,Lambayeque,Chiclayo,Reque,"Av. Huamachuco Nro. 1121, Reque",Asesor - Maria Mendoza,1,0,2023-07-16 17:23:00,2023-07-16 18:23:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-002801,2,Pedro Perez Torres,78390982,72,911310807,Lambayeque,Chiclayo,Reque,"Av. Huamachuco Nro. 1121, Reque",Asesor - Maria Mendoza,1,0,2023-07-17 12:23:00,2023-07-17 15:23:00,Aprobado (Recuperado),,2023-07-19,2023-07-19,Instalado (Recuperado)
ORD-002802,1,Fernando Mendoza Rojas,72071109,32,928539092,Lambayeque,Chiclayo,Pátapo,"Pje. Sáenz Peña Nro. 259, Pátapo",Asesor - Luis Delgado,1,0,2023-07-16 11:56:00,2023-07-16 15:56:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002803,1,Ana Castro Martinez,14191406,35,967561766,Lambayeque,Lambayeque,Olmos,"A.H. Urrunaga Mz. D Lte. 18, Olmos",Asesor - Carlos Ruiz,0,0,2023-07-16 17:48:00,2023-07-16 20:48:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002804,1,Ana Romero Vasquez,64620841,72,944413545,Lambayeque,Chiclayo,Monsefú,"Av. Sáenz Peña Nro. 1537, Monsefú",Asesor - Jorge Silva,0,0,2023-07-16 18:10:00,2023-07-16 22:10:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-002804,2,Ana Romero Vasquez,64620841,72,944413545,Lambayeque,Chiclayo,Monsefú,"Av. Sáenz Peña Nro. 1537, Monsefú",Asesor - Jorge Silva,0,0,2023-07-17 14:10:00,2023-07-17 15:10:00,Aprobado (Recuperado),,2023-07-19,2023-07-19,Instalado (Recuperado)
ORD-002805,1,Maria Perez Mendoza,28196107,39,977533171,Lambayeque,Chiclayo,Pimentel,"Ca. Unión Nro. 2047, Pimentel",Asesor - Maria Mendoza,3,2,2023-07-16 15:44:00,2023-07-16 18:44:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002806,1,Jorge Torres Rodriguez,26181661,62,945756404,Lambayeque,Chiclayo,La Victoria,"Urb. La Primavera Mz. I Lte. 6, La Victoria",Asesor - Jorge Silva,1,1,2023-07-16 17:28:00,2023-07-16 19:28:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002807,1,Katia Flores Castro,13565689,40,935325766,Lambayeque,Lambayeque,Pacora,"A.H. UPIS Belén Mz. K Lte. 30, Pacora",Asesor - Carlos Ruiz,1,2,2023-07-16 17:24:00,2023-07-16 19:24:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002808,1,Fernando Mendoza Lopez,67324325,62,948961793,Lambayeque,Lambayeque,Olmos,"A.H. Diego Ferré Mz. B Lte. 25, Olmos",Asesor - Ana Paredes,1,1,2023-07-16 08:20:00,2023-07-16 10:20:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-002808,2,Fernando Mendoza Lopez,67324325,62,948961793,Lambayeque,Lambayeque,Olmos,"A.H. Diego Ferré Mz. B Lte. 25, Olmos",Asesor - Ana Paredes,1,1,2023-07-17 05:20:00,2023-07-17 06:20:00,Aprobado (Recuperado),,2023-07-19,2023-07-19,Instalado (Recuperado)
ORD-002809,1,Carlos Perez Mendoza,73201662,52,941736551,Lambayeque,Ferreñafe,Ferreñafe,"A.H. Cruz del Médano Mz. L Lte. 14, Ferreñafe",Asesor - Carlos Ruiz,1,1,2023-07-16 17:34:00,2023-07-16 21:34:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-002809,2,Carlos Perez Mendoza,73201662,52,941736551,Lambayeque,Ferreñafe,Ferreñafe,"A.H. Cruz del Médano Mz. L Lte. 14, Ferreñafe",Asesor - Carlos Ruiz,1,1,2023-07-17 04:34:00,2023-07-17 05:34:00,Aprobado (Recuperado),,2023-07-19,2023-07-19,Instalado (Recuperado)
ORD-002810,1,Fiorella Rodriguez Sanchez,40988591,57,930144542,Lambayeque,Chiclayo,Monsefú,"A.H. UPIS Belén Mz. K Lte. 23, Monsefú",Asesor - Jorge Silva,1,2,2023-07-16 15:10:00,2023-07-16 19:10:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002811,1,Lucia Diaz Diaz,68784221,70,971701596,Lambayeque,Ferreñafe,Ferreñafe,"Av. Arequipa Nro. 1705, Ferreñafe",Asesor - Luis Delgado,1,1,2023-07-16 12:08:00,2023-07-16 13:08:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
ORD-002811,2,Lucia Diaz Diaz,68784221,70,971701596,Lambayeque,Ferreñafe,Ferreñafe,"Av. Arequipa Nro. 1705, Ferreñafe",Asesor - Luis Delgado,1,1,2023-07-17 06:08:00,2023-07-17 08:08:00,Aprobado (Recuperado),,2023-07-19,2023-07-19,Instalado (Recuperado)
ORD-002812,1,Pedro Romero Vasquez,21462378,70,985269235,Lambayeque,Chiclayo,Pomalca,"A.H. Cruz del Médano Mz. A Lte. 18, Pomalca",Asesor - Ana Paredes,1,2,2023-07-16 17:01:00,2023-07-16 18:01:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002813,1,Rosa Sanchez Vargas,24985587,41,968294398,Lambayeque,Chiclayo,Chiclayo,"Pje. Grau Nro. 798, Chiclayo",Asesor - Sofia Castro,2,1,2023-07-16 09:38:00,2023-07-16 11:38:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002814,1,Fiorella Diaz Diaz,40845721,49,934600459,Lambayeque,Lambayeque,Túcume,"A.H. Primero de Mayo Mz. L Lte. 29, Túcume",Asesor - Sofia Castro,0,0,2023-07-16 10:03:00,2023-07-16 11:03:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002815,1,Ana Rodriguez Martinez,77153375,66,997205731,Lambayeque,Chiclayo,Monsefú,"Pje. Unión Nro. 1815, Monsefú",Asesor - Ana Paredes,1,1,2023-07-16 16:13:00,2023-07-16 17:13:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002816,1,Fernando Flores Perez,38997729,74,973830493,Lambayeque,Chiclayo,Pimentel,"Jr. Sáenz Peña Nro. 560, Pimentel",Asesor - Sofia Castro,1,1,2023-07-16 17:47:00,2023-07-16 21:47:00,Aprobado,,2023-07-18,2023-07-18,Instalado
ORD-002817,1,Sofia Vargas Rodriguez,30584162,18,978283489,Lambayeque,Lambayeque,Pacora,"A.H. UPIS Belén Mz. D Lte. 26, Pacora",Asesor - Luis Delgado,1,0,2023-07-17 12:02:00,2023-07-17 15:02:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-002818,1,Carmen Sanchez Flores,17315828,74,923318582,Lambayeque,Chiclayo,Eten,"Ca. Sáenz Peña Nro. 1954, Eten",Asesor - Luis Delgado,2,2,2023-07-17 15:10:00,2023-07-17 17:10:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-002819,1,Patricia Vargas Perez,27281887,29,955140982,Lambayeque,Chiclayo,La Victoria,"A.H. Cruz del Médano Mz. H Lte. 6, La Victoria",Asesor - Sofia Castro,1,2,2023-07-17 17:51:00,2023-07-17 20:51:00,Rechazado Definitivo,Falta de Cobertura Técnica,,,Rechazado
ORD-002820,1,Elena Gomez Romero,52573592,52,927785474,Lambayeque,Chiclayo,Santa Rosa,"Pje. Grau Nro. 1073, Santa Rosa",Asesor - Ana Paredes,1,1,2023-07-17 16:12:00,2023-07-17 17:12:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-002821,1,Luis Castro Sanchez,10600806,43,967205300,Lambayeque,Chiclayo,Eten,"Urb. Santa Victoria Mz. H Lte. 7, Eten",Asesor - Luis Delgado,1,0,2023-07-17 09:31:00,2023-07-17 13:31:00,Aprobado,,2023-07-19,2023-07-19,Instalado
ORD-002822,1,Rosa Rodriguez Diaz,57759387,37,943666719,Lambayeque,Chiclayo,José Leonardo Ortiz,"Jr. Arequipa Nro. 1463, José Leonardo Ortiz",Asesor - Sofia Castro,0,1,2023-07-17 16:17:00,2023-07-17 19:17:00,Aprobado,,2023-07-19,2023-07-19,Instalado
ORD-002823,1,Lucia Garcia Torres,54025748,63,963894453,Lambayeque,Chiclayo,José Leonardo Ortiz,"Ca. Pedro Cieza Nro. 362, José Leonardo Ortiz",Asesor - Jorge Silva,0,1,2023-07-17 16:40:00,2023-07-17 20:40:00,Aprobado,,2023-07-19,2023-07-19,Instalado
ORD-002824,1,Christian Perez Rojas,43982048,43,914465380,Lambayeque,Chiclayo,Pátapo,"A.H. Cruz del Médano Mz. F Lte. 22, Pátapo",Asesor - Luis Delgado,1,1,2023-07-17 11:05:00,2023-07-17 15:05:00,Aprobado,,2023-07-19,2023-07-19,Instalado
ORD-002825,1,Diego Vargas Vasquez,36975324,59,920254682,Lambayeque,Lambayeque,Pacora,"Pje. Bolognesi Nro. 835, Pacora",Asesor - Luis Delgado,1,0,2023-07-17 17:38:00,2023-07-17 21:38:00,Aprobado,,2023-07-19,2023-07-19,Instalado
ORD-002826,1,Manuel Sanchez Mendoza,74004101,52,978649014,Lambayeque,Lambayeque,Olmos,"A.H. Primero de Mayo Mz. J Lte. 13, Olmos",Asesor - Luis Delgado,1,0,2023-07-17 16:35:00,2023-07-17 20:35:00,Aprobado,,2023-07-19,2023-07-19,Instalado
ORD-002827,1,Patricia Sanchez Martinez,21206698,48,995959633,Lambayeque,Chiclayo,Puerto Eten,"Urb. Las Brisas Mz. E Lte. 29, Puerto Eten",Asesor - Carlos Ruiz,1,1,2023-07-17 14:02:00,2023-07-17 17:02:00,Devuelto a Correccion,Mala Oferta / Error en Precios,,,En Proceso
ORD-002827,2,Patricia Sanchez Martinez,21206698,48,995959633,Lambayeque,Chiclayo,Puerto Eten,"Urb. Las Brisas Mz. E Lte. 29, Puerto Eten",Asesor - Carlos Ruiz,1,1,2023-07-18 16:02:00,2023-07-18 17:02:00,Aprobado (Recuperado),,2023-07-20,2023-07-20,Instalado (Recuperado)
ORD-002828,1,Carmen Castro Diaz,41090468,28,972599968,Lambayeque,Lambayeque,Pacora,"Av. Los Incas Nro. 1417, Pacora",Asesor - Ana Paredes,1,0,2023-07-17 08:58:00,2023-07-17 09:58:00,Rechazado Definitivo,Exceso de Equipos Solicitados,,,Rechazado
ORD-002829,1,Rosa Martinez Vasquez,63814990,74,993748245,Lambayeque,Chiclayo,La Victoria,"Jr. Grau Nro. 1945, La Victoria",Asesor - Carlos Ruiz,3,1,2023-07-17 08:35:00,2023-07-17 11:35:00,Aprobado,,2023-07-19,2023-07-19,Instalado
ORD-002830,1,Diego Castro Perez,63650205,61,963932978,Lambayeque,Chiclayo,Pomalca,"A.H. Cruz del Médano Mz. H Lte. 11, Pomalca",Asesor - Maria Mendoza,1,1,2023-07-17 16:33:00,2023-07-17 18:33:00,Devuelto a Correccion,Dirección Incorrecta / Incompleta,,,En Proceso
ORD-002830,2,Diego Castro Perez,63650205,61,963932978,Lambayeque,Chiclayo,Pomalca,"A.H. Cruz del Médano Mz. H Lte. 11, Pomalca",Asesor - Maria Mendoza,1,1,2023-07-17 22:33:00,2023-07-18 00:33:00,Aprobado (Recuperado),,2023-07-20,2023-07-20,Instalado (Recuperado)
ORD-002831,1,Jorge Rojas Diaz,78614233,38,987572964,Lambayeque,Chiclayo,Puerto Eten,"A.H. Cruz del Médano Mz. L Lte. 1, Puerto Eten",Asesor - Ana Paredes,3,1,2023-07-17 14:20:00,2023-07-17 16:20:00,Aprobado,,2023-07-19,2023-07-19,Instalado
ORD-002832,1,Ana Gomez Gomez,30354914,72,982065988,Lambayeque,Ferreñafe,Ferreñafe,"Ca. Grau Nro. 1812, Ferreñafe",Asesor - Ana Paredes,1,1,2023-07-17 16:00:00,2023-07-17 20:00:00,Devuelto a Correccion,Teléfono de Contacto Erróneo,,,En Proceso
